Fecha,flow,Site,Device,Loading,Shipping,Payments,Review,Congrats
2019-06-03,cart,MLA,Android,0,12047,8820,6222,5803
2019-06-03,cart,MLA,Desktop,0,7849,6233,5331,5212
2019-06-03,cart,MLA,Mobile,0,3387,2586,1801,1713
2019-06-03,cart,MLA,iOS,0,2005,1458,1130,1054
2019-06-03,direct,MLA,Android,255646,243664,198142,136679,128097
2019-06-03,direct,MLA,Desktop,140221,132827,113990,88245,86248
2019-06-03,direct,MLA,Mobile,95718,90174,68266,45234,41779
2019-06-03,direct,MLA,iOS,44859,41940,35492,27185,25457
2019-06-03,direct,MLC,Android,33776,33752,24679,18816,17333
2019-06-03,direct,MLC,Desktop,24874,24640,20122,16422,15578
2019-06-03,direct,MLC,Mobile,28147,27804,19647,14725,12913
2019-06-03,direct,MLC,iOS,8634,8282,6460,5205,4747
2019-06-03,direct,MLU,Android,29080,29280,23599,18496,17621
2019-06-03,direct,MLU,Desktop,12335,12249,10586,8337,8059
2019-06-03,direct,MLU,Mobile,14973,14807,12205,9214,8723
2019-06-03,direct,MLU,iOS,10479,10285,8914,6780,6379
2019-06-04,cart,MLA,Android,0,10814,8116,5922,5572
2019-06-04,cart,MLA,Desktop,0,7500,6019,5200,5090
2019-06-04,cart,MLA,Mobile,0,3414,2698,1911,1782
2019-06-04,cart,MLA,iOS,0,1854,1395,1053,990
2019-06-04,direct,MLA,Android,243282,230140,189180,129466,120924
2019-06-04,direct,MLA,Desktop,127333,120137,102493,79662,77104
2019-06-04,direct,MLA,Mobile,96661,91094,70828,46625,42688
2019-06-04,direct,MLA,iOS,42015,39261,33080,25365,23869
2019-06-04,direct,MLC,Android,9741,9810,7043,5227,4826
2019-06-04,direct,MLC,Desktop,24716,24473,20183,16526,15715
2019-06-04,direct,MLC,Mobile,28900,28693,20469,15226,13293
2019-06-04,direct,MLC,iOS,2376,2276,1779,1456,1345
2019-06-04,direct,MLU,Android,24868,24908,20191,16249,15575
2019-06-04,direct,MLU,Desktop,10584,10472,9044,7110,6875
2019-06-04,direct,MLU,Mobile,14162,13969,11539,8870,8351
2019-06-04,direct,MLU,iOS,8303,8118,7079,5581,5275
2019-06-05,cart,MLA,Android,0,11107,8287,6031,5616
2019-06-05,cart,MLA,Desktop,0,7029,5616,4809,4687
2019-06-05,cart,MLA,Mobile,0,3393,2518,1701,1582
2019-06-05,cart,MLA,iOS,0,1692,1258,991,943
2019-06-05,direct,MLA,Android,241554,230328,186498,128233,119840
2019-06-05,direct,MLA,Desktop,127920,120931,102258,79360,77088
2019-06-05,direct,MLA,Mobile,97923,91620,71073,46330,43005
2019-06-05,direct,MLA,iOS,40779,38030,32203,24550,23043
2019-06-05,direct,MLC,Android,32278,32322,23655,17783,16385
2019-06-05,direct,MLC,Desktop,24251,23998,19671,16259,15495
2019-06-05,direct,MLC,Mobile,26339,25924,18835,14024,12414
2019-06-05,direct,MLC,iOS,7775,7542,5891,4726,4309
2019-06-05,direct,MLU,Android,24885,25046,20577,16768,15953
2019-06-05,direct,MLU,Desktop,10714,10619,9345,7692,7415
2019-06-05,direct,MLU,Mobile,14357,14208,11697,9099,8681
2019-06-05,direct,MLU,iOS,8469,8282,7284,5940,5649
2019-06-06,cart,MLA,Android,0,11109,7968,5700,5290
2019-06-06,cart,MLA,Desktop,0,7209,5556,4638,4519
2019-06-06,cart,MLA,Mobile,0,3470,2539,1738,1638
2019-06-06,cart,MLA,iOS,0,1623,1182,914,858
2019-06-06,direct,MLA,Android,233650,222300,180637,125096,116805
2019-06-06,direct,MLA,Desktop,121899,115774,98627,75083,73042
2019-06-06,direct,MLA,Mobile,91071,85602,66870,43957,40829
2019-06-06,direct,MLA,iOS,38467,35829,31311,22950,21547
2019-06-06,direct,MLC,Android,27376,27446,19597,14491,13295
2019-06-06,direct,MLC,Desktop,20942,20723,16865,13618,12931
2019-06-06,direct,MLC,Mobile,23540,23277,16409,12023,10381
2019-06-06,direct,MLC,iOS,7104,6885,5390,4322,3895
2019-06-06,direct,MLU,Android,22715,22803,18393,14613,13847
2019-06-06,direct,MLU,Desktop,7912,7854,6848,5594,5411
2019-06-06,direct,MLU,Mobile,11424,11331,9235,7253,6896
2019-06-06,direct,MLU,iOS,7003,6881,5943,4683,4420
2019-06-07,cart,MLA,Android,0,9630,7039,4944,4611
2019-06-07,cart,MLA,Desktop,0,6705,5158,4357,4233
2019-06-07,cart,MLA,Mobile,0,2851,2100,1468,1407
2019-06-07,cart,MLA,iOS,0,1341,984,745,685
2019-06-07,direct,MLA,Android,213733,203448,165702,114827,107605
2019-06-07,direct,MLA,Desktop,117955,109818,93655,72792,70795
2019-06-07,direct,MLA,Mobile,79869,72941,56208,36662,34255
2019-06-07,direct,MLA,iOS,33836,32153,27228,20874,19821
2019-06-07,direct,MLC,Android,25410,25488,17967,13165,11987
2019-06-07,direct,MLC,Desktop,17084,16654,13508,10830,10274
2019-06-07,direct,MLC,Mobile,19553,19069,13293,9678,8324
2019-06-07,direct,MLC,iOS,5904,5683,4374,3406,3098
2019-06-07,direct,MLU,Android,18337,18404,14697,11833,11373
2019-06-07,direct,MLU,Desktop,7074,6906,5987,4832,4689
2019-06-07,direct,MLU,Mobile,10088,9727,7929,6075,5758
2019-06-07,direct,MLU,iOS,5775,5655,4964,3855,3662
2019-06-08,cart,MLA,Android,0,7578,5439,3751,3502
2019-06-08,cart,MLA,Desktop,0,3537,2761,2311,2232
2019-06-08,cart,MLA,Mobile,0,2372,1737,1206,1132
2019-06-08,cart,MLA,iOS,0,1103,811,630,583
2019-06-08,direct,MLA,Android,171334,165279,132433,87769,81392
2019-06-08,direct,MLA,Desktop,62395,58363,48628,35706,34405
2019-06-08,direct,MLA,Mobile,70223,63187,49003,31152,28650
2019-06-08,direct,MLA,iOS,25662,23592,19654,14461,13613
2019-06-08,direct,MLC,Android,22696,22763,15702,11303,10166
2019-06-08,direct,MLC,Desktop,9634,9304,7553,6125,5800
2019-06-08,direct,MLC,Mobile,20384,19829,13933,9953,8551
2019-06-08,direct,MLC,iOS,5576,5290,4092,3103,2799
2019-06-08,direct,MLU,Android,13232,13276,10298,7881,7448
2019-06-08,direct,MLU,Desktop,3330,3192,2706,2148,2081
2019-06-08,direct,MLU,Mobile,7486,7171,5768,4267,3992
2019-06-08,direct,MLU,iOS,3958,3832,3183,2520,2333
2019-06-09,cart,MLA,Android,0,8022,5664,3855,3592
2019-06-09,cart,MLA,Desktop,0,3682,2908,2379,2307
2019-06-09,cart,MLA,Mobile,0,2565,1846,1278,1200
2019-06-09,cart,MLA,iOS,0,1218,840,655,612
2019-06-09,direct,MLA,Android,175779,165780,130833,83952,77511
2019-06-09,direct,MLA,Desktop,61081,56975,47705,35204,34072
2019-06-09,direct,MLA,Mobile,72288,65354,49343,30180,27766
2019-06-09,direct,MLA,iOS,27874,25713,21083,15037,13899
2019-06-09,direct,MLC,Android,25629,25694,17811,12733,11579
2019-06-09,direct,MLC,Desktop,11611,11305,9192,7516,7117
2019-06-09,direct,MLC,Mobile,22843,22305,15548,11225,9760
2019-06-09,direct,MLC,iOS,6488,6260,4873,3728,3409
2019-06-09,direct,MLU,Android,12660,12719,9754,7541,7112
2019-06-09,direct,MLU,Desktop,3450,3320,2801,2228,2150
2019-06-09,direct,MLU,Mobile,7032,6638,5334,3882,3685
2019-06-09,direct,MLU,iOS,3591,3494,2906,2249,2116
2019-06-10,cart,MLA,Android,0,11811,8631,6276,5851
2019-06-10,cart,MLA,Desktop,0,8769,6928,5990,5850
2019-06-10,cart,MLA,Mobile,0,3630,2660,1837,1668
2019-06-10,cart,MLA,iOS,0,1945,1452,1184,1121
2019-06-10,direct,MLA,Android,264375,250597,204010,146347,137417
2019-06-10,direct,MLA,Desktop,153264,143703,122275,94516,91963
2019-06-10,direct,MLA,Mobile,104234,93081,72624,48400,44233
2019-06-10,direct,MLA,iOS,46647,43144,36466,28483,26848
2019-06-10,direct,MLC,Android,31074,31091,22357,16854,15506
2019-06-10,direct,MLC,Desktop,26168,25380,20565,16782,15767
2019-06-10,direct,MLC,Mobile,26471,25562,18251,13393,11583
2019-06-10,direct,MLC,iOS,7838,7634,6039,4869,4428
2019-06-10,direct,MLU,Android,23824,23883,19107,15447,14618
2019-06-10,direct,MLU,Desktop,9372,9061,7879,6367,6216
2019-06-10,direct,MLU,Mobile,12068,11552,9321,7238,6852
2019-06-10,direct,MLU,iOS,7541,7293,6367,5258,4884
2019-06-11,cart,MLA,Android,0,11793,8535,6071,5671
2019-06-11,cart,MLA,Desktop,0,8355,6528,5549,5392
2019-06-11,cart,MLA,Mobile,0,3702,2736,1951,1825
2019-06-11,cart,MLA,iOS,0,1872,1387,1105,1018
2019-06-11,direct,MLA,Android,266945,254170,204778,139032,130480
2019-06-11,direct,MLA,Desktop,142993,134953,115176,88439,85660
2019-06-11,direct,MLA,Mobile,100533,94365,71967,48551,44688
2019-06-11,direct,MLA,iOS,45770,42364,36097,28585,26695
2019-06-11,direct,MLC,Android,29464,29507,21387,16014,14788
2019-06-11,direct,MLC,Desktop,24045,23794,19551,15791,14975
2019-06-11,direct,MLC,Mobile,24564,24202,17305,12846,11273
2019-06-11,direct,MLC,iOS,7874,7660,6162,4869,4465
2019-06-11,direct,MLU,Android,19267,19254,15252,12012,11373
2019-06-11,direct,MLU,Desktop,7952,7820,6812,5369,5203
2019-06-11,direct,MLU,Mobile,10521,10273,8366,6356,5951
2019-06-11,direct,MLU,iOS,6056,5901,4979,3924,3706
2019-06-12,cart,MLA,Android,0,11100,7977,5788,5434
2019-06-12,cart,MLA,Desktop,0,7745,6085,5238,5108
2019-06-12,cart,MLA,Mobile,0,3389,2476,1719,1616
2019-06-12,cart,MLA,iOS,0,1760,1274,988,916
2019-06-12,direct,MLA,Android,248315,236322,189968,129648,119730
2019-06-12,direct,MLA,Desktop,139471,131585,111880,86380,84119
2019-06-12,direct,MLA,Mobile,96782,91267,69829,46503,42777
2019-06-12,direct,MLA,iOS,40748,38307,32367,25416,24033
2019-06-12,direct,MLC,Android,29394,29383,21081,15804,14664
2019-06-12,direct,MLC,Desktop,22394,22175,18160,14677,13883
2019-06-12,direct,MLC,Mobile,23746,23546,16715,12386,10828
2019-06-12,direct,MLC,iOS,7174,6928,5583,4507,4112
2019-06-12,direct,MLU,Android,8511,8502,6913,5518,5235
2019-06-12,direct,MLU,Desktop,7606,7530,6587,5229,5040
2019-06-12,direct,MLU,Mobile,9876,9765,8032,6079,5691
2019-06-12,direct,MLU,iOS,2669,2591,2270,1764,1656
2019-06-13,cart,MLA,Android,0,10035,7149,5099,4714
2019-06-13,cart,MLA,Desktop,0,7093,5529,4683,4525
2019-06-13,cart,MLA,Mobile,0,3000,2147,1481,1395
2019-06-13,cart,MLA,iOS,0,1519,1099,894,855
2019-06-13,direct,MLA,Android,233067,223650,179046,120628,112552
2019-06-13,direct,MLA,Desktop,132062,124651,106799,80582,77526
2019-06-13,direct,MLA,Mobile,87778,81999,61759,40480,36901
2019-06-13,direct,MLA,iOS,39461,37760,31141,23842,22503
2019-06-13,direct,MLC,Android,26400,26395,18473,13542,12399
2019-06-13,direct,MLC,Desktop,20035,19833,15975,12887,12095
2019-06-13,direct,MLC,Mobile,21571,21361,14792,10748,9218
2019-06-13,direct,MLC,iOS,6368,6186,4823,3806,3435
2019-06-13,direct,MLU,Android,18152,18183,14525,11419,10920
2019-06-13,direct,MLU,Desktop,7087,7011,6037,4743,4563
2019-06-13,direct,MLU,Mobile,9620,9508,7738,5877,5518
2019-06-13,direct,MLU,iOS,5808,5642,4951,3924,3738
2019-06-14,cart,MLA,Android,0,8769,6217,4271,3976
2019-06-14,cart,MLA,Desktop,0,5806,4440,3740,3641
2019-06-14,cart,MLA,Mobile,0,2435,1711,1110,1058
2019-06-14,cart,MLA,iOS,0,1254,914,714,658
2019-06-14,direct,MLA,Android,217306,208360,166334,110797,103109
2019-06-14,direct,MLA,Desktop,109404,103523,87273,67307,65496
2019-06-14,direct,MLA,Mobile,77533,71748,56158,35816,32900
2019-06-14,direct,MLA,iOS,35134,32985,27565,20772,19222
2019-06-14,direct,MLC,Android,22342,22298,15730,11405,10465
2019-06-14,direct,MLC,Desktop,15871,15717,12523,10138,9541
2019-06-14,direct,MLC,Mobile,18011,17702,12874,9098,7785
2019-06-14,direct,MLC,iOS,5221,5027,3942,3051,2760
2019-06-14,direct,MLU,Android,16907,16934,13458,10710,10119
2019-06-14,direct,MLU,Desktop,6314,6253,5401,4244,4126
2019-06-14,direct,MLU,Mobile,8738,8563,7186,5466,5136
2019-06-14,direct,MLU,iOS,5197,5054,4342,3433,3179
2019-06-15,cart,MLA,Android,0,7111,4966,3294,3007
2019-06-15,cart,MLA,Desktop,0,3322,2660,2179,2091
2019-06-15,cart,MLA,Mobile,0,2161,1531,1017,943
2019-06-15,cart,MLA,iOS,0,1103,795,585,540
2019-06-15,direct,MLA,Android,171019,162331,127575,81748,76174
2019-06-15,direct,MLA,Desktop,59752,55949,46015,32787,31804
2019-06-15,direct,MLA,Mobile,65381,61097,46893,27648,25266
2019-06-15,direct,MLA,iOS,26112,24138,19211,13941,12969
2019-06-15,direct,MLC,Android,20328,20291,14087,10060,9087
2019-06-15,direct,MLC,Desktop,8773,8662,7048,5579,5218
2019-06-15,direct,MLC,Mobile,17826,17524,12516,8571,7213
2019-06-15,direct,MLC,iOS,4938,4754,3689,2866,2569
2019-06-15,direct,MLU,Android,12488,12484,9494,7177,6770
2019-06-15,direct,MLU,Desktop,3185,3160,2660,2024,1957
2019-06-15,direct,MLU,Mobile,7026,6890,5621,4170,3847
2019-06-15,direct,MLU,iOS,3765,3605,2950,2278,2118
2019-06-16,cart,MLA,Android,0,4962,3402,2134,1956
2019-06-16,cart,MLA,Desktop,0,1827,1371,1098,1056
2019-06-16,cart,MLA,Mobile,0,1562,1103,741,685
2019-06-16,cart,MLA,iOS,0,720,541,379,352
2019-06-16,direct,MLA,Android,115095,107929,83932,51150,46017
2019-06-16,direct,MLA,Desktop,32063,29910,24057,16648,15921
2019-06-16,direct,MLA,Mobile,43777,40604,30515,17931,16450
2019-06-16,direct,MLA,iOS,18212,16905,13287,8892,8038
2019-06-16,direct,MLC,Android,21396,21357,15031,10513,9482
2019-06-16,direct,MLC,Desktop,8938,8781,7171,5780,5464
2019-06-16,direct,MLC,Mobile,17652,17355,12698,8799,7649
2019-06-16,direct,MLC,iOS,5526,5323,4096,3207,2870
2019-06-16,direct,MLU,Android,10817,10703,8034,6108,5777
2019-06-16,direct,MLU,Desktop,2553,2505,2112,1619,1560
2019-06-16,direct,MLU,Mobile,5961,5800,4729,3465,3238
2019-06-16,direct,MLU,iOS,3192,3053,2444,1858,1749
2019-06-17,cart,MLA,Android,0,8548,6078,4129,3787
2019-06-17,cart,MLA,Desktop,0,4284,3382,2811,2723
2019-06-17,cart,MLA,Mobile,0,2532,1809,1236,1170
2019-06-17,cart,MLA,iOS,0,1418,1049,833,779
2019-06-17,direct,MLA,Android,191030,180540,142414,91926,83908
2019-06-17,direct,MLA,Desktop,73045,68697,57798,42568,41139
2019-06-17,direct,MLA,Mobile,74682,69170,53276,32817,29979
2019-06-17,direct,MLA,iOS,29286,27455,22300,16398,15129
2019-06-17,direct,MLC,Android,25132,25148,18382,13881,12915
2019-06-17,direct,MLC,Desktop,20751,20556,16819,13697,12998
2019-06-17,direct,MLC,Mobile,20554,20282,15064,10743,9333
2019-06-17,direct,MLC,iOS,6670,6440,5166,4042,3658
2019-06-17,direct,MLU,Android,19994,19996,15991,12646,12045
2019-06-17,direct,MLU,Desktop,7875,7801,6858,5434,5279
2019-06-17,direct,MLU,Mobile,10605,10453,8752,6579,6161
2019-06-17,direct,MLU,iOS,6371,6157,5424,4365,4116
2019-06-18,cart,MLA,Android,0,10654,7639,5518,5128
2019-06-18,cart,MLA,Desktop,0,7376,5860,4993,4849
2019-06-18,cart,MLA,Mobile,0,2876,2152,1531,1445
2019-06-18,cart,MLA,iOS,0,1675,1297,1017,943
2019-06-18,direct,MLA,Android,232428,220435,178173,123814,115426
2019-06-18,direct,MLA,Desktop,128892,121287,103465,82324,80278
2019-06-18,direct,MLA,Mobile,84542,78859,61743,40388,36838
2019-06-18,direct,MLA,iOS,40051,37263,31336,24289,22728
2019-06-18,direct,MLC,Android,24805,24759,17583,13039,12010
2019-06-18,direct,MLC,Desktop,19905,19697,16005,12970,12336
2019-06-18,direct,MLC,Mobile,19979,19627,14415,10229,8964
2019-06-18,direct,MLC,iOS,6392,6171,4943,3962,3608
2019-06-18,direct,MLU,Android,18561,18595,14664,11610,11018
2019-06-18,direct,MLU,Desktop,7245,7171,6272,4964,4834
2019-06-18,direct,MLU,Mobile,9412,9284,7820,5844,5464
2019-06-18,direct,MLU,iOS,5980,5817,5031,4120,3891
2019-06-19,cart,MLA,Android,0,8803,6348,4480,4222
2019-06-19,cart,MLA,Desktop,0,5733,4509,3852,3735
2019-06-19,cart,MLA,Mobile,0,2557,1908,1292,1218
2019-06-19,cart,MLA,iOS,0,1339,981,801,747
2019-06-19,direct,MLA,Android,198655,188674,152465,104452,96303
2019-06-19,direct,MLA,Desktop,106376,100126,84753,64632,63086
2019-06-19,direct,MLA,Mobile,75256,70153,55416,36347,33550
2019-06-19,direct,MLA,iOS,33211,32821,26193,21366,18993
2019-06-19,direct,MLC,Android,25757,25692,18577,13885,12842
2019-06-19,direct,MLC,Desktop,20098,19885,16359,13373,12729
2019-06-19,direct,MLC,Mobile,19512,19256,14209,10175,8886
2019-06-19,direct,MLC,iOS,6505,6266,4969,3968,3634
2019-06-19,direct,MLU,Android,16965,17039,13553,10483,9968
2019-06-19,direct,MLU,Desktop,5997,5926,5174,4008,3859
2019-06-19,direct,MLU,Mobile,9229,9036,7568,5644,5344
2019-06-19,direct,MLU,iOS,5649,5510,4769,3817,3609
2019-06-20,cart,MLA,Android,0,8591,6100,4219,3933
2019-06-20,cart,MLA,Desktop,0,4325,3414,2788,2714
2019-06-20,cart,MLA,Mobile,0,2637,1924,1330,1247
2019-06-20,cart,MLA,iOS,0,1436,1035,772,711
2019-06-20,direct,MLA,Android,188553,178912,142655,93225,86520
2019-06-20,direct,MLA,Desktop,71956,67863,56563,41187,39823
2019-06-20,direct,MLA,Mobile,72232,66884,52250,32346,29523
2019-06-20,direct,MLA,iOS,28062,25961,22044,15811,14707
2019-06-20,direct,MLC,Android,23653,23616,16689,12388,11349
2019-06-20,direct,MLC,Desktop,18546,18299,14836,11863,11257
2019-06-20,direct,MLC,Mobile,18230,17930,13041,9133,7905
2019-06-20,direct,MLC,iOS,5793,5609,4433,3472,3157
2019-06-20,direct,MLU,Android,17604,17644,14288,11405,10842
2019-06-20,direct,MLU,Desktop,6472,6396,5680,4426,4300
2019-06-20,direct,MLU,Mobile,8874,8725,7326,5499,5170
2019-06-20,direct,MLU,iOS,5159,5031,4330,3525,3320
2019-06-21,cart,MLA,Android,0,9694,7023,5059,4786
2019-06-21,cart,MLA,Desktop,0,6447,5151,4390,4282
2019-06-21,cart,MLA,Mobile,0,2818,2046,1436,1348
2019-06-21,cart,MLA,iOS,0,1380,1049,835,793
2019-06-21,direct,MLA,Android,210166,200538,162338,111180,103890
2019-06-21,direct,MLA,Desktop,113562,106491,91355,71051,69213
2019-06-21,direct,MLA,Mobile,75776,71163,55040,36187,33253
2019-06-21,direct,MLA,iOS,35337,33370,27671,21645,20415
2019-06-21,direct,MLC,Android,19610,19625,13447,9788,9038
2019-06-21,direct,MLC,Desktop,14174,14011,11188,9007,8534
2019-06-21,direct,MLC,Mobile,16034,15825,11412,8178,7119
2019-06-21,direct,MLC,iOS,4845,4613,3589,2838,2558
2019-06-21,direct,MLU,Android,8754,8744,7087,5642,5367
2019-06-21,direct,MLU,Desktop,6033,5934,5233,4078,3956
2019-06-21,direct,MLU,Mobile,8330,8185,6835,5153,4798
2019-06-21,direct,MLU,iOS,2515,2446,2129,1743,1663
2019-06-22,cart,MLA,Android,0,7106,4968,3418,3177
2019-06-22,cart,MLA,Desktop,0,3549,2822,2386,2320
2019-06-22,cart,MLA,Mobile,0,2278,1629,1096,1029
2019-06-22,cart,MLA,iOS,0,1071,784,613,565
2019-06-22,direct,MLA,Android,159233,150697,119197,79180,73463
2019-06-22,direct,MLA,Desktop,58158,54468,45577,33611,32536
2019-06-22,direct,MLA,Mobile,63390,59704,45966,28695,26402
2019-06-22,direct,MLA,iOS,24834,22975,19026,13928,12954
2019-06-22,direct,MLC,Android,19404,19384,13302,9539,8788
2019-06-22,direct,MLC,Desktop,8361,8237,6594,5320,5064
2019-06-22,direct,MLC,Mobile,16476,16246,11722,8185,7091
2019-06-22,direct,MLC,iOS,4813,4635,3526,2686,2460
2019-06-22,direct,MLU,Android,11713,11755,9040,6904,6526
2019-06-22,direct,MLU,Desktop,2977,2954,2534,1944,1860
2019-06-22,direct,MLU,Mobile,6449,6321,5180,3874,3647
2019-06-22,direct,MLU,iOS,3357,3234,2725,2133,1999
2019-06-23,cart,MLA,Android,0,8235,5756,3873,3619
2019-06-23,cart,MLA,Desktop,0,3544,2788,2356,2280
2019-06-23,cart,MLA,Mobile,0,2620,1899,1234,1173
2019-06-23,cart,MLA,iOS,0,1308,991,777,747
2019-06-23,direct,MLA,Android,171516,161193,125739,79848,73526
2019-06-23,direct,MLA,Desktop,60100,56052,46017,32761,31782
2019-06-23,direct,MLA,Mobile,68090,63556,48439,29437,26730
2019-06-23,direct,MLA,iOS,28524,26217,21416,15525,14401
2019-06-23,direct,MLC,Android,22468,22457,15296,11051,10142
2019-06-23,direct,MLC,Desktop,9695,9545,7746,6414,6058
2019-06-23,direct,MLC,Mobile,19495,19252,13857,9498,8206
2019-06-23,direct,MLC,iOS,5902,5709,4411,3419,3090
2019-06-23,direct,MLU,Android,11770,11747,8851,6877,6491
2019-06-23,direct,MLU,Desktop,3118,3076,2593,2034,1953
2019-06-23,direct,MLU,Mobile,6390,6270,5109,3733,3504
2019-06-23,direct,MLU,iOS,3297,3173,2677,2032,1894
2019-06-24,cart,MLA,Android,0,11410,8193,6040,5661
2019-06-24,cart,MLA,Desktop,0,7862,6246,5405,5252
2019-06-24,cart,MLA,Mobile,0,3346,2466,1747,1634
2019-06-24,cart,MLA,iOS,0,1800,1312,1071,1000
2019-06-24,direct,MLA,Android,240962,230653,186564,131916,123809
2019-06-24,direct,MLA,Desktop,136857,129547,110860,87166,84911
2019-06-24,direct,MLA,Mobile,93934,87757,69350,45552,42082
2019-06-24,direct,MLA,iOS,44425,41520,35213,26910,25138
2019-06-24,direct,MLC,Android,25898,25898,18477,13903,12891
2019-06-24,direct,MLC,Desktop,22010,21849,17935,14844,14131
2019-06-24,direct,MLC,Mobile,20378,20148,14871,10663,9298
2019-06-24,direct,MLC,iOS,6640,6379,5092,4060,3699
2019-06-24,direct,MLU,Android,18608,18620,15111,12123,11478
2019-06-24,direct,MLU,Desktop,6921,6848,5949,4804,4664
2019-06-24,direct,MLU,Mobile,9527,9374,7837,5991,5636
2019-06-24,direct,MLU,iOS,5817,5697,4987,3981,3714
2019-06-25,cart,MLA,Android,0,11404,8325,6103,5704
2019-06-25,cart,MLA,Desktop,0,7502,5950,5110,4957
2019-06-25,cart,MLA,Mobile,0,3238,2440,1683,1594
2019-06-25,cart,MLA,iOS,0,1728,1260,991,927
2019-06-25,direct,MLA,Android,236284,224328,182568,127121,118729
2019-06-25,direct,MLA,Desktop,130653,123246,105354,81738,79621
2019-06-25,direct,MLA,Mobile,87013,81651,64825,42598,39272
2019-06-25,direct,MLA,iOS,39018,36392,30776,23763,22284
2019-06-25,direct,MLC,Android,26367,26345,18963,14332,13252
2019-06-25,direct,MLC,Desktop,20901,20732,16984,14007,13174
2019-06-25,direct,MLC,Mobile,21114,20760,15424,11238,9758
2019-06-25,direct,MLC,iOS,6937,6629,5229,4211,3864
2019-06-25,direct,MLU,Android,17318,17343,13889,11096,10518
2019-06-25,direct,MLU,Desktop,6703,6598,5735,4508,4368
2019-06-25,direct,MLU,Mobile,9088,8912,7547,5691,5397
2019-06-25,direct,MLU,iOS,5235,5073,4386,3462,3242
2019-06-26,cart,MLA,Android,0,10519,7729,5518,5191
2019-06-26,cart,MLA,Desktop,0,7446,5898,5013,4867
2019-06-26,cart,MLA,Mobile,0,3180,2341,1629,1535
2019-06-26,cart,MLA,iOS,0,1650,1243,963,900
2019-06-26,direct,MLA,Android,230328,218619,178770,122652,113257
2019-06-26,direct,MLA,Desktop,123382,116058,99073,75468,73177
2019-06-26,direct,MLA,Mobile,87103,82092,64312,40573,36979
2019-06-26,direct,MLA,iOS,36613,33829,28648,22181,20383
2019-06-26,direct,MLC,Android,27539,27522,19595,14834,13636
2019-06-26,direct,MLC,Desktop,21001,20808,17058,14109,12946
2019-06-26,direct,MLC,Mobile,22101,21830,15932,11288,9597
2019-06-26,direct,MLC,iOS,7045,6831,5414,4242,3843
2019-06-26,direct,MLU,Android,17205,17264,13788,11041,10487
2019-06-26,direct,MLU,Desktop,6480,6442,5655,4498,4353
2019-06-26,direct,MLU,Mobile,8689,8490,7272,5535,5195
2019-06-26,direct,MLU,iOS,5325,5172,4544,3656,3399
2019-06-27,cart,MLA,Android,0,10242,7394,5378,5009
2019-06-27,cart,MLA,Desktop,0,7045,5599,4804,4681
2019-06-27,cart,MLA,Mobile,0,2928,2084,1450,1375
2019-06-27,cart,MLA,iOS,0,1587,1188,934,878
2019-06-27,direct,MLA,Android,223358,211635,171700,118477,110329
2019-06-27,direct,MLA,Desktop,121881,115331,98087,75452,72991
2019-06-27,direct,MLA,Mobile,86484,81106,63622,40809,37411
2019-06-27,direct,MLA,iOS,36698,34236,29116,22161,20818
2019-06-27,direct,MLC,Android,25365,25393,17655,12831,11800
2019-06-27,direct,MLC,Desktop,19610,19469,15441,12360,11346
2019-06-27,direct,MLC,Mobile,20532,20296,14510,10255,8575
2019-06-27,direct,MLC,iOS,6266,6002,4578,3573,3226
2019-06-27,direct,MLU,Android,16991,17007,13763,11020,10491
2019-06-27,direct,MLU,Desktop,6495,6455,5634,4458,4315
2019-06-27,direct,MLU,Mobile,8351,8208,6890,5323,5031
2019-06-27,direct,MLU,iOS,5224,5098,4422,3511,3301
2019-06-28,cart,MLA,Android,0,9910,7362,5452,5104
2019-06-28,cart,MLA,Desktop,0,6417,5101,4424,4341
2019-06-28,cart,MLA,Mobile,0,2887,2079,1465,1375
2019-06-28,cart,MLA,iOS,0,1413,1067,860,801
2019-06-28,direct,MLA,Android,209745,198273,161856,114363,107065
2019-06-28,direct,MLA,Desktop,108219,102139,87307,68018,65984
2019-06-28,direct,MLA,Mobile,76575,71562,56802,37593,34749
2019-06-28,direct,MLA,iOS,32824,30720,26049,20350,19143
2019-06-28,direct,MLC,Android,21454,21496,15066,11088,10203
2019-06-28,direct,MLC,Desktop,15641,15506,12358,10090,9218
2019-06-28,direct,MLC,Mobile,17902,17646,12722,9155,7642
2019-06-28,direct,MLC,iOS,5383,5194,4034,3079,2794
2019-06-28,direct,MLU,Android,15869,15901,12658,10113,9559
2019-06-28,direct,MLU,Desktop,5693,5615,4930,3899,3784
2019-06-28,direct,MLU,Mobile,8118,8005,6690,5058,4769
2019-06-28,direct,MLU,iOS,4630,4483,3805,3055,2935
2019-06-29,cart,MLA,Android,0,8598,6138,4309,4001
2019-06-29,cart,MLA,Desktop,0,4078,3241,2676,2599
2019-06-29,cart,MLA,Mobile,0,2705,1949,1362,1278
2019-06-29,cart,MLA,iOS,0,1204,887,648,621
2019-06-29,direct,MLA,Android,186377,174745,140947,94500,88234
2019-06-29,direct,MLA,Desktop,68180,64207,53303,39738,38352
2019-06-29,direct,MLA,Mobile,70104,65280,50851,32306,29766
2019-06-29,direct,MLA,iOS,28351,26350,21826,16140,14997
2019-06-29,direct,MLC,Android,23205,23134,16242,11770,10754
